axis_level,replicate,method,variance_source_file,units,is_monte_carlo_backtransform_approximation,n_cells_averaged,variance_mean,note
5,rep2,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2376,0.2448513762436547,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep2,gp_mle,posterior_var_map.npy,porosity %^2,False,2376,2.6005882134501688,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep3,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2378,4.015570754952021,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep3,sgs,sgs_var_map.npy,porosity %^2,False,2378,4.024363826047477,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep3,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2378,0.7949119599926333,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep3,gp_mle,posterior_var_map.npy,porosity %^2,False,2378,2.8752376141720273,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep4,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2381,3.3500505623415555,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep4,sgs,sgs_var_map.npy,porosity %^2,False,2381,3.369327018584441,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep4,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2381,0.783136291600502,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep4,gp_mle,posterior_var_map.npy,porosity %^2,False,2381,2.929296711795809,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep5,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2380,3.573958124170988,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep5,sgs,sgs_var_map.npy,porosity %^2,False,2380,3.512478962914147,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep5,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2380,0.7601257580613662,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep5,gp_mle,posterior_var_map.npy,porosity %^2,False,2380,2.8256104222586673,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep6,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2379,3.0556609107020547,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep6,sgs,sgs_var_map.npy,porosity %^2,False,2379,3.0821756876569624,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep6,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2379,0.6881938879982149,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep6,gp_mle,posterior_var_map.npy,porosity %^2,False,2379,2.6780295054817222,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep7,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2382,3.446070815699383,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep7,sgs,sgs_var_map.npy,porosity %^2,False,2382,3.345432057330111,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep7,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2382,1.0233539480392522,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep7,gp_mle,posterior_var_map.npy,porosity %^2,False,2382,3.3329774329549675,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep8,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2379,3.7516744103869843,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep8,sgs,sgs_var_map.npy,porosity %^2,False,2379,3.6700560991238524,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep8,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2379,0.8957262201446453,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep8,gp_mle,posterior_var_map.npy,porosity %^2,False,2379,2.9543517861948967,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep9,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2380,3.9446329898864234,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep9,sgs,sgs_var_map.npy,porosity %^2,False,2380,3.957651248283114,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep9,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2380,0.7084838225470927,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
5,rep9,gp_mle,posterior_var_map.npy,porosity %^2,False,2380,2.9411137557821903,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep0,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2452,6.513694985895024,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep0,sgs,sgs_var_map.npy,porosity %^2,False,2452,6.20347093173251,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep0,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2452,1.424132772889557,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep0,gp_mle,posterior_var_map.npy,porosity %^2,False,2452,4.860608968345764,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep1,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2450,7.0938306885251015,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep1,sgs,sgs_var_map.npy,porosity %^2,False,2450,6.693776344569753,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep1,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2450,1.6390280622475735,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep1,gp_mle,posterior_var_map.npy,porosity %^2,False,2450,5.022843504575722,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep2,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2451,5.657548878975181,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep2,sgs,sgs_var_map.npy,porosity %^2,False,2451,5.63997773988905,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep2,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2451,0.47157955954185193,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep2,gp_mle,posterior_var_map.npy,porosity %^2,False,2451,4.054623279289547,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep3,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2450,5.141030538978716,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep3,sgs,sgs_var_map.npy,porosity %^2,False,2450,4.7435029899348,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep3,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2450,1.160369834976247,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep3,gp_mle,posterior_var_map.npy,porosity %^2,False,2450,3.8557888107096545,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep4,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2453,6.115889341248794,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep4,sgs,sgs_var_map.npy,porosity %^2,False,2453,6.086682098926774,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep4,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2453,1.156765696289299,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep4,gp_mle,posterior_var_map.npy,porosity %^2,False,2453,3.9663580333851853,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep5,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2450,4.945421386634185,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep5,sgs,sgs_var_map.npy,porosity %^2,False,2450,4.6650109896537915,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep5,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2450,1.346782901090426,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep5,gp_mle,posterior_var_map.npy,porosity %^2,False,2450,5.043058994194065,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep6,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2450,4.331777600569515,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep6,sgs,sgs_var_map.npy,porosity %^2,False,2450,4.165553007966405,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep6,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2450,6.109813327218154,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep6,gp_mle,posterior_var_map.npy,porosity %^2,False,2450,3.143049777338081,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep7,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2450,4.048741545010433,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep7,sgs,sgs_var_map.npy,porosity %^2,False,2450,3.7281264203498767,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep7,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2450,0.8805755792578154,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep7,gp_mle,posterior_var_map.npy,porosity %^2,False,2450,2.9079941522824826,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep8,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2451,5.5744081176044356,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep8,sgs,sgs_var_map.npy,porosity %^2,False,2451,5.30642506458392,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep8,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2451,0.9884045640380242,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep8,gp_mle,posterior_var_map.npy,porosity %^2,False,2451,5.22897310057931,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep9,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2451,6.9573583387720745,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep9,sgs,sgs_var_map.npy,porosity %^2,False,2451,7.160478561274722,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep9,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2451,0.444835301315293,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
2,rep9,gp_mle,posterior_var_map.npy,porosity %^2,False,2451,4.840463894047533,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep0,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,6.048388319153123,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep0,sgs,sgs_var_map.npy,porosity %^2,False,2475,6.321181878986967,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
